X,Y,Elevation,BA,Commodity,Fold Type,Fault Type,Age,Super Group,Group Name,Formation,Lithology,Intrusive,SiO2,Al2O3,Fe2O3,TiO2,CaO,MgO,MnO,Na2O,K2O,P2O5,LOI,Ba_ppm,Ga_ppm,Sc_ppm,V_ppm,Th_ppm,Pb_ppm,Ni_ppm,Co_ppm,Rb_ppm,Sr_ppm,Cr_ppm,Cu_ppm,Zn_ppm
77.5491,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,56.52,12.84,6.63,0.64,6.02,1.98,0.1,1.78,1.21,0.12,11.31,356,14.7,21.4,124.9,4.6,17.6,47.4,2.9,48.3,204.9,78.6,31.3,49
77.5491,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,56.52,12.84,6.63,0.64,6.02,1.98,0.1,1.78,1.21,0.12,11.31,356,14.7,21.4,124.9,4.6,17.6,47.4,2.9,48.3,204.9,78.6,31.3,49
77.5491,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,56.52,12.84,6.63,0.64,6.02,1.98,0.1,1.78,1.21,0.12,11.31,356,14.7,21.4,124.9,4.6,17.6,47.4,2.9,48.3,204.9,78.6,31.3,49
77.5491,15.252,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,56.52,12.84,6.63,0.64,6.02,1.98,0.1,1.78,1.21,0.12,11.31,356,14.7,21.4,124.9,4.6,17.6,47.4,2.9,48.3,204.9,78.6,31.3,49
77.5643,15.2545,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5643,15.2545,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5643,15.2545,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5643,15.2545,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5643,15.2545,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5643,15.2545,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5643,15.2545,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5643,15.2545,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5643,15.2545,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5643,15.2545,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5643,15.2545,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5643,15.2545,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5626,15.254,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5626,15.254,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5626,15.254,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5626,15.254,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5626,15.254,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5626,15.254,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5626,15.254,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5626,15.254,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5626,15.254,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5626,15.254,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5626,15.254,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5626,15.254,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5622,15.255,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5622,15.255,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5622,15.255,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5622,15.255,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5622,15.255,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5622,15.255,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5622,15.255,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5622,15.255,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5622,15.255,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5622,15.255,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5622,15.255,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5622,15.255,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5594,15.2552,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5594,15.2552,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5594,15.2552,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5594,15.2552,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5594,15.2552,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5594,15.2552,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5594,15.2552,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5594,15.2552,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5594,15.2552,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5594,15.2552,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5594,15.2552,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5594,15.2552,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5761,15.2534,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5761,15.2534,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5761,15.2534,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5761,15.2534,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5761,15.2534,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5761,15.2534,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5761,15.2534,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5761,15.2534,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5761,15.2534,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5761,15.2534,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5761,15.2534,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5761,15.2534,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5756,15.2541,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5756,15.2541,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5756,15.2541,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5756,15.2541,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5756,15.2541,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5756,15.2541,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5756,15.2541,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5756,15.2541,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5756,15.2541,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5756,15.2541,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5756,15.2541,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5756,15.2541,0,0,DIAMOND,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5777,15.2537,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5777,15.2537,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5777,15.2537,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5777,15.2537,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5777,15.2537,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5777,15.2537,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5777,15.2537,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5777,15.2537,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5777,15.2537,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5777,15.2537,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5777,15.2537,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5777,15.2537,0,0,DIAMOND,SYNFORM,FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5647,15.2525,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5647,15.2525,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5647,15.2525,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5647,15.2525,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5647,15.2525,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5647,15.2525,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5647,15.2525,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5647,15.2525,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5647,15.2525,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5647,15.2525,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5647,15.2525,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5647,15.2525,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.253,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77.5623,15.253,0,0,,ANTICLINE (PLUNGING),FAULT INTERPRETED,ARCHAEAN,DHARWAR,JONNAGIRI,,META-ACID VOLCANICS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
